Country Name,country_code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Ecuador,ECU,GDP per capita (current US$),NY.GDP.PCAP.CD,450.776317000000,371.395176000000,312.43541000000,364.743594000000,435.763463000000,450.049783000000,444.623112000000,453.645286000000,445.227989000000,520.843985000000,465.040320000000,434.415880000000,487.972047000000,578.954931000000,953.846558000000,1086.17615100000,1241.91098500000,1464.94058400000,1541.13760400000,1783.29280600000,2189.78417700000,2600.57152800000,2314.38354500000,1940.23393200000,1863.68213500000,1841.77905500000,1604.24698100000,1426.01629200000,1303.77906100000,1356.28045600000,1455.00748500000,1587.36050000000,1655.44613200000,1697.88884100000,1996.85894800000,2108.00698200000,2135.8479370000,2340.76600000000,2284.01572800000,1575.30234700000,1382.23421800000,1791.30359700000,2059.1585540000,2315.62215200000,2586.20914700000,2909.02606000000,3243.67010400000,3478.92488800000,4194.75750700000,4053.36331100000,4520.30959000000,5153.6916420000,5634.08393200000,6109.29031500000,6405.79979300000,5976.1596810000,5917.63771300000,6233.32244800000,6303.91886700000,6205.05765200000,5463.64515300000,6061.32350200000,6515.58528400000,6737.84748400000,6874.705740000
"Egypt, Arab Rep.",EGY,GDP per capita (current US$),NY.GDP.PCAP.CD,156.387397000000,162.841644000000,142.409577000000,143.928403000000,157.716537000000,161.567124000000,168.054343000000,174.103045000000,179.774097000000,192.964909000000,232.272492000000,242.971070000000,256.482816000000,272.182710000000,243.061474000000,299.217518000000,334.609918000000,353.403834000000,354.674246000000,420.85821700000,493.053573000000,490.308797000000,595.918898000000,648.013630000000,689.807676000000,769.755137000000,790.201794000000,753.722264000000,633.839369000000,701.037718000000,735.982935000000,622.829605000000,680.79923900000,740.334217000000,807.303537000000,916.326618000000,1008.97637600000,1146.20172100000,1212.82259800000,1268.30949200000,1366.09274400000,1295.1374180000,1116.82884600000,1031.27556300000,991.255689000000,1105.53920700000,1298.97900200000,1547.74170700000,1896.21594300000,2161.63964600000,2455.08194600000,2590.64384900000,2996.0677070000,3025.52563600000,3133.39102300000,3306.98159400000,3270.6287770000,2395.10333300000,2484.70315600000,2962.98892000000,3511.11381000000,3827.35415400000,4233.30783700000,3456.78968500000,3338.47371400000
Euro area,EMU,GDP per capita (current US$),NY.GDP.PCAP.CD,930.646698000000,1026.60540600000,1125.78413800000,1228.37678200000,1349.14591800000,1462.13763800000,1569.24256100000,1655.91845200000,1768.53344800000,1962.34429400000,2210.53515800000,2491.16136300000,2989.59792900000,3857.61566200000,4350.25030200000,5015.42434300000,5213.07394600000,5908.68718600000,7203.60562900000,8690.83859300000,9689.63756100000,8385.3744880000,8096.36447900000,7882.88747500000,7550.82986600000,7742.59506400000,10846.4728920000,13379.9532050000,14667.4326450000,14916.0812080000,18683.5116160000,19305.4650210000,21178.5256360000,19310.8130050000,20344.7655230000,23430.2420940000,23652.3520890000,21582.2302170000,22144.6948670000,22011.2609920000,20039.4002660000,20289.6505280000,22047.2795660000,27010.5876150000,30803.2861000000,31781.6618830000,33646.2501790000,38544.2484900000,42174.6917990000,38467.8658260000,37495.4820610000,40574.3722350000,37486.6282220000,39101.8249050000,39982.9007380000,34467.5766640000,35232.2695660000,37237.5363550000,40096.712205000,39212.5111500000,38234.5335890000,42967.2551660000,41446.4322830000,45068.7010930000,46724.355623000
Eritrea,ERI,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.240963000000,252.085777000000,277.801424000000,285.402184000000,325.838705000000,318.980961000000,341.91736400000,311.336209000000,314.357397000000,325.409162000000,304.775756000000,348.950327000000,426.840948000000,412.753079000000,447.997405000000,480.44762400000,490.066956000000,642.92572300000,539.699512000000,688.68166000000,,,,,,,,,,,,,
Spain,ESP,GDP per capita (current US$),NY.GDP.PCAP.CD,407.96302800000,463.19044100000,535.391059000000,627.278451000000,694.952087000000,797.377066000000,915.62923400000,996.571864000000,978.292374000000,1109.13637100000,1211.42343300000,1361.19251900000,1707.58800100000,2245.9479910000,2747.96036700000,3207.54465100000,3276.97023300000,3624.99940300000,4353.3273740000,5766.09296700000,6204.14321500000,5367.32976300000,5156.02303800000,4475.30126800000,4486.78173900000,4696.29879600000,6508.8506550000,8233.72823000000,9696.1928540000,10674.3410230000,13795.0159390000,14801.3226150000,16100.6799430000,13330.3798190000,13405.704415000,15460.9110270000,16100.6215830000,14722.3717630000,15382.3348570000,15707.9473070000,14743.2671030000,15368.2337980000,17111.0685060000,21522.0170990000,24925.0267840000,26450.9530130000,28421.686527000,32652.015595000,35603.248328000,32279.8208480000,30658.7422280000,31824.6219130000,28456.4438150000,29228.846560000,29707.765509000,25982.4416200000,26755.6061150000,28381.3425600000,30602.4212880000,29786.5245690000,27233.9426460000,30799.4775940000,30270.2687020000,33509.0127980000,35297.0095000000
Estonia,EST,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2685.90889300000,2819.12612100000,3134.38975300000,3380.92630200000,3682.95230100000,4093.39247700000,4140.93660200000,4070.60902400000,4502.66615000000,5343.18310800000,7205.40703300000,8916.0728270000,10414.6381180000,12641.4800980000,16745.4308010000,18205.9064110000,14712.4494220000,14663.7041020000,17555.5455240000,17568.2137970000,19310.3874900000,20581.7898990000,17722.1557670000,18666.3736520000,20851.5223500000,23618.1361250000,24021.2501410000,23933.9939420000,27953.7670230000,28451.1477830000,30133.304450000,31170.0915090000
Ethiopia,ETH,GDP per capita (current US$),NY.GDP.PCAP.CD,75.3396090000000,76.7301970000000,77.7901850000000,79.1726340000000,83.8368650000000,88.8500290000000,93.1549470000000,96.0864750000000,99.4743650000000,102.280178000000,109.430466000000,112.736674000000,119.839997000000,134.935511000000,147.855723000000,144.280538000000,151.95618700000,170.40414400000,178.302481000000,192.357117000000,203.685394000000,212.657518000000,215.25098500000,232.683474000000,214.228860000000,243.897383000000,245.977229000000,254.121329000000,253.248262000000,256.386475000000,262.108971000000,277.565910000000,207.406401000000,168.520401000000,127.685923000000,136.523619000000,147.327459000000,143.369531000000,126.465096000000,120.734631000000,122.269203000000,118.457204000000,109.593814000000,116.800491000000,133.169813000000,158.243458000000,189.345738000000,237.146256000000,316.410475000000,368.574712000000,330.619413000000,343.024942000000,452.101032000000,484.039833000000,549.986577000000,621.845674000000,696.196085000000,745.632434000000,747.968004000000,828.709081000000,905.313159000000,910.947887000000,1011.07332400000,,
European Union,EUU,GDP per capita (current US$),NY.GDP.PCAP.CD,796.566286000000,877.751259000000,962.089052000000,1048.04048900000,1152.29735900000,1250.47390300000,1343.23041600000,1419.45226700000,1512.77032500000,1676.55980100000,1885.40995600000,2119.45854500000,2540.11478900000,3266.49819800000,3675.47073900000,4252.34765500000,4432.51210000000,4997.86969200000,6057.75983800000,7288.84285400000,8116.45067700000,7053.64342500000,6783.3314300000,6578.61551100000,6326.07392700000,6490.27034300000,9042.12333400000,11144.9726890000,12196.9100070000,12414.357931000,15470.4188310000,15952.0428320000,17470.0725760000,15908.7868570000,16826.1354790000,19470.1067460000,19755.2496370000,18093.6263270000,18616.5171740000,18506.59904900,16976.0490800000,17230.651388000,18797.8149680000,23020.9595200000,26368.6821210000,27431.5034020000,29200.6008110000,33704.6864600000,37170.4298770000,33634.9363640000,33122.5582670000,35967.0114360000,33328.7719860000,34808.0025770000,35592.887488000,30769.090644000,31462.4341210000,33391.9679020000,36054.3954470000,35374.6443830000,34698.4032090000,39214.3660780000,37962.8295010000,41392.0743800000,43145.1566930000
Fragile and conflict affected situations,FCS,GDP per capita (current US$),NY.GDP.PCAP.CD,139.157519000000,142.23863600000,153.80431900000,171.961779000000,152.215881000000,163.574991000000,170.717698000000,164.675898000000,177.908173000000,195.23494600000,227.353091000000,228.899173000000,259.035166000000,313.033810000000,460.170530000000,492.903605000000,571.716808000000,616.654929000000,659.916570000000,811.332056000000,1002.91896200000,1292.63399900000,1206.57112400000,1018.08919800000,894.671496000000,888.304281000000,799.966065000000,785.912882000000,834.140272000000,806.4982270000,1120.09039200000,773.87988100000,671.99787300000,666.712634000000,652.161305000000,776.26260700000,819.765546000000,898.11613900000,901.011692000000,657.132417000000,751.365402000000,718.647579000000,684.330814000000,702.93592200000,872.835667000000,1080.13322300000,1320.10942100000,1579.12340500000,1970.38403100000,1742.17781200000,2017.09471300000,2056.37363700000,2245.37471900000,2276.3220800000,2358.98005100000,1818.81253600000,1639.70719400000,1710.94051300000,1828.22724400000,1898.51220200000,1689.91690800000,1763.84589400000,1903.89887300000,1781.86010000000,1690.97291400000
Finland,FIN,GDP per capita (current US$),NY.GDP.PCAP.CD,1191.85508900000,1341.49900600000,1426.6675640000,1538.45703400000,1725.60483500000,1902.03847200000,2031.52331400000,2055.75306800000,1927.29380500000,2201.12415200000,2465.86455500000,2716.43223500000,3177.9287930000,4173.54485200000,5298.08008800000,6256.10245100000,6740.29145300000,7069.73565100000,7629.49572500000,9333.07695600000,11224.9380040000,10925.0957160000,10935.3110590000,10493.9626640000,10830.2185220000,11394.1921040000,14946.9926200000,18565.0264430000,22043.7701600000,23969.052799000,28366.204276000,25488.8450530000,22320.1124700000,17588.6781720000,20278.29109900,26246.2743210000,25756.6777070000,24682.29083300,25999.9861690000,26180.4128560000,24335.9225080000,24965.202997000,26989.389261000,32920.0857190000,37768.1334200000,39049.8703780000,41214.0187770000,48473.0240090000,53769.4726240000,47478.3495310000,46506.2919020000,51060.3242590000,47551.6740840000,49691.0145200000,50073.7760820000,42560.3456770000,43451.2562440000,46085.0174740000,49654.2497040000,48358.1807770000,48828.6846860000,53099.1351400000,50440.560225000,52821.5114340000,53188.6186250000
Fiji,FJI,GDP per capita (current US$),NY.GDP.PCAP.CD,277.431535000000,280.273367000000,285.473073000000,291.38357400000,305.532203000000,311.241073000000,309.5744090000,325.9865450000,327.357417000000,349.813973000000,413.93721700000,457.844600000000,575.217482000000,761.684067000000,984.313524000000,1188.18424200000,1186.16648500000,1203.57268000000,1354.81144100000,1626.66019000000,1873.31098000000,1879.36315100000,1773.14392500000,1628.04901200000,1666.86572500000,1576.72069100000,1745.24126600000,1569.46727000000,1463.04720200000,1543.2961720000,1728.94076900000,1774.99211100000,1951.25592900000,2070.04734100000,2297.18005900000,2466.74347800000,2648.32766300,2573.72338600000,2010.49636100000,2327.95720500000,1995.72071200000,1944.997415000,2136.56794100000,2655.58079600000,3097.19096700000,3377.69127000000,3455.10599900000,3762.74692800000,3899.92231500000,3164.13275400000,3449.14452900000,4139.60288600000,4341.40338700000,4572.44377500000,5293.35676700000,5097.53106900000,5363.79026700000,5826.84814500000,6085.41979500000,5950.82866900000,4844.42127200000,4696.17103900000,5405.03006200000,5888.73667300000,6288.39867300000
France,FRA,GDP per capita (current US$),NY.GDP.PCAP.CD,1302.53149700000,1394.53557100000,1547.62025900000,1717.70379100000,1884.13791400000,2015.37981000000,2165.07279500000,2321.46918400000,2512.62017400000,2723.56730500000,2825.12972300000,3128.38612100000,3806.8878890000,4913.52707800000,5267.35330000000,6606.70146700000,6794.61739300000,7464.90784500000,9166.59012000000,11062.5731730000,12565.1639380000,10955.9003000000,10359.8920660000,9862.28449400000,9311.89426500000,9657.01938500000,13430.4824600000,16175.7090470000,17549.6440490000,17547.2645420000,21586.4674620000,21500.7778370000,23615.0168570000,22238.8250620000,23359.8985100000,26791.8151980000,26757.6351490000,24169.4008100000,24869.4030800000,24576.3152250000,22340.5939520000,22331.7948340000,24144.5727020000,29479.5222100000,33644.9282220000,34696.3718320000,36431.5658910000,41486.1907830000,45464.8181390000,41728.0884160000,40694.8211700000,43929.7840870000,40863.5814410000,42669.1795110000,43148.0459290000,36702.4323730000,37024.2157130000,38687.1626410000,41418.1766480000,40408.2848570000,39169.8606000000,43725.0999520000,41082.8119320000,44690.9345400000,46150.4876860000
Faroe Islands,FRO,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,1594.47884100000,1749.16153500000,1780.15707600000,1735.53425600000,1849.43853800000,2219.37686700000,2563.60186200000,3046.4591500000,4067.92980700000,4906.27514300000,5605.51262100000,6593.6212930000,8387.1492390000,9479.43754500000,10549.3401530000,11446.2829680000,10458.0965250000,10052.9192300000,10893.3317150000,9437.29347400000,10048.9483270000,14933.8685240000,18982.6475310000,20453.530925000,18181.2283750000,20125.7940710000,19163.9593400000,19301.0703660000,16374.1783350000,16976.3095410000,20669.6791980000,22706.2164910000,21158.8924660000,24729.019906000,24978.6210820000,23322.7593360000,24879.7729620000,26937.6505600000,31269.6032000000,35647.5440400000,36389.081644000,41743.6812850000,48348.7393710000,51287.8911080000,47059.1947300000,47923.1515370000,51618.9907770000,50261.9616270000,55758.2083680000,60172.0632540000,52635.0375460000,56875.2803810000,59387.353086000,62526.4908520000,63067.0695700000,62240.822409000,68749.4005560000,66139.3809720000,71774.3522350000,
"Micronesia, Fed. Sts.",FSM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,337.4957740000,359.244640000000,403.046469000000,544.204467000000,701.077963000000,683.97674600000,677.970615000000,668.601473000000,737.510432000000,803.032190000000,829.209813000000,958.37442700000,973.688636000000,993.272945000000,971.323736000000,1136.27633300000,1216.15763100000,1230.44156700000,1284.2827280000,1365.61518300000,1459.04369200000,1617.45528200000,1699.3301910000,1853.06259700000,1856.5207430000,2010.11793500000,1973.93821700000,1860.30827100000,1965.15528300000,1971.17209900000,2081.9660130000,2144.5370000000,2156.70532200000,2185.80309000000,2146.40160800000,2246.45370300000,2289.75155600000,2336.97852200000,2415.59356000000,2596.26147400000,2761.24325800000,2890.50493000000,3033.16989500000,2933.88333400000,2945.41496000000,2911.16211000000,2979.60119200000,3279.10779000000,3566.58690400000,3572.65918300000,3362.02793100000,3508.22356300000,3710.12448500000,3941.37247900000,4166.00476700000
Gabon,GAB,GDP per capita (current US$),NY.GDP.PCAP.CD,276.136169000000,323.4592030000,348.416820000000,290.675817000000,400.402957000000,414.554218000000,443.401600000000,482.22309100000,514.573984000000,545.410237000000,543.433161000000,627.415678000000,693.294831000000,1140.0416430000,2384.18628900000,3258.23424200000,4441.09448600000,4048.1467430000,3359.57268100000,4154.58594000000,5718.46719100000,5026.47646800000,4583.89967800000,4181.57191600000,4272.88216900000,3898.46316900000,3864.67453800000,3624.37675900000,4118.60473000000,4373.88491900000,6050.71469000000,5345.0965300000,5385.68811700000,4105.98701300000,3828.21118100000,4414.8755830000,4942.67870000000,4508.75340500000,3699.99513900000,3751.35319000000,3982.906201000,3835.75718300000,3966.48001900000,4710.74862800000,5465.79193600000,6547.87614000000,6847.00985700000,8003.54289700000,9688.64519700000,7290.57526100000,8356.74662000000,10219.1139340000,9296.96587900000,9197.70106300000,9201.36276600000,7047.12654600000,6677.07003900000,6921.73373100000,7624.2775230000,7441.1786470000,6605.80346100000,8181.40914100000,8409.20741500000,8071.39777400000,8218.76307100000
United Kingdom,GBR,GDP per capita (current US$),NY.GDP.PCAP.CD,1397.5948030000,1472.38571400000,1525.77585300000,1613.45688400000,1748.2881180000,1873.56777400000,1986.74715900000,2058.78188200000,1951.75859600000,2100.66786900000,2347.54431800000,2649.80151400000,3030.43251400000,3426.27622100000,3665.8627980000,4299.74561800000,4138.16778800000,4681.43993200000,5976.93816900000,7804.76208100000,10032.062080000,9599.30622200000,9146.07735700000,8691.51881300000,8179.19444100000,8652.21654200000,10611.112210000,13118.586535000,15987.1680780000,16239.2821960000,19095.4669980000,19900.7266510000,20487.1707850000,18389.0195680000,19709.2380980000,23168.9529580000,24406.400298000,26766.0056250000,28274.5045120000,28762.0913570000,28280.926786000,27906.5695030000,30077.741432000,34442.6875400000,40366.8886650000,42104.7884380000,44512.4590300000,50397.6854950000,47396.1202080000,38744.131693000,39598.957120000,42109.6418800000,42490.1465460000,43419.0352600000,47426.6209830000,44983.885523000,40988.1044230000,40629.2340350000,43315.4874500000,42794.0022650000,40404.8062240000,46926.475736000,46062.9914080000,49200.8101530000,52636.7865940000
Georgia,GEO,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,1543.58202500000,1843.90343200000,1853.44090800000,1610.98027100000,1307.82342700000,757.223549000000,550.015543000000,519.815579000000,578.336923000000,689.034634000000,807.032286000000,851.515542000000,673.537783000000,749.908535000000,801.98383700000,853.526172000000,1010.03151600000,1305.04748600000,1642.78359400000,1996.02013300000,2635.36650300000,3324.7537210000,2822.68939700000,3281.72930900000,4119.66818300000,4530.69533400000,4712.00229400000,4830.33486200000,4086.6223470000,4143.40125700000,4418.75206500000,4804.0546040000,4741.2832720000,4300.85701300000,5083.60695500000,6729.84659900000,8283.66960700000,9193.66366400000
Ghana,GHA,GDP per capita (current US$),NY.GDP.PCAP.CD,174.858857000000,181.870011000000,188.421016000000,205.037422000000,224.968154000000,260.50559500000,263.334589000000,211.219297000000,196.668572000000,225.772622000000,248.159869000000,263.408788000000,223.80286400000,309.509552000000,289.425857000000,272.976715000000,260.998296000000,292.28979800000,325.598477000000,346.653404000000,372.252026000000,343.799127000000,319.206910000000,311.383438000000,329.998889000000,329.714605000000,410.711658000000,355.153725000000,355.121845000000,349.964942000000,382.54246400000,418.254121000000,396.426408000000,359.800844000000,320.50390300000,371.537243000000,389.271268000000,377.841936000000,400.366800000000,403.037326000000,253.746936000000,263.542156000000,297.46164500000,358.39927100000,406.132105000000,478.611909000000,906.441028000000,1050.12461500000,1182.65761300000,1047.70430100000,1263.89251800000,1507.43573200000,1543.77524200000,2294.79584700000,1949.90832900000,1722.77282800000,1912.47991300000,2012.28662600000,2195.32166000000,2186.65822700000,2195.45481700000,2445.18662500000,2229.89122600000,2383.90410500000,2405.79466400000
Gibraltar,GIB,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,752.822504000000,825.289977000000,948.497421000000,1143.30003500000,1242.5292250000,1311.33051400000,1430.66435300000,1440.15766500000,1657.96393200000,1789.99554900000,1930.99184300000,1875.53966800000,2272.63298700000,2822.83932300000,3361.5282020000,4061.69867200000,505.876944000000,504.510869000000,574.001127000000,570.493418000000,604.304423000000,656.42373100000,692.647803000000,670.741778000000,671.576385000000,713.031461000000,726.025443000000,695.58174200000,647.379921000000,610.614843000000,518.157067000000,483.085120000000,495.916074000000,566.48540600000,584.897741000000,463.17768700000,446.980554000000,650.148575000000,703.532826000000,662.185915000000,659.235326000000,636.694959000000,699.353377000000,748.455021000000,765.146999000000,747.356967000000,711.996510000000,833.598622000000,933.273616000000,1031.34146500000,1053.66097700000,1244.96550500000,1416.59612000000,1555.49375800000,1717.02318100000
"Gambia, The",GMB,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,94.3662140000000,96.9604870000000,83.1064850000000,88.662202000000,99.7816920000000,103.318322000000,106.524604000000,131.449182000000,162.618335000000,189.808393000000,179.313963000000,213.842543000000,257.581042000000,300.258528000000,337.692534000000,295.982065000000,282.141307000000,268.649300000000,214.794357000000,262.816617000000,207.654409000000,236.954803000000,274.874466000000,280.929810000000,300.639896000000,627.578919000000,623.485928000000,635.3611680000,608.2774910000,621.681391000000,651.784946000000,600.224023000000,610.234711000000,575.459893000000,538.054072000000,459.803068000000,376.531027000000,308.719123000000,593.285346000000,616.483658000000,614.544308000000,724.726407000000,859.127671000000,774.888031000000,801.033373000000,710.608411000000,692.579362000000,653.862713000000,568.00453600000,619.536364000000,650.056501000000,642.522641000000,696.219807000000,738.186752000000,720.335143000000,781.890925000000,836.244876000000,888.157407000000,908.525674000000
Guinea-Bissau,GNB,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,350.221595000000,348.277010000000,388.643761000000,391.9165760000,418.643114000000,435.217810000000,420.852937000000,402.906588000000,402.777526000000,375.845330000000,346.855442000000,477.46389600000,502.732266000000,488.993892000000,407.439445000000,416.576140000000,371.137576000000,487.551949000000,453.807473000000,578.490986000000,651.337641000000,672.07387900000,574.32110600000,581.612682000000,560.883423000000,589.487023000000,614.729892000000,598.953470000000,497.724280000000,478.733191000000,316.945495000000,327.138432000000,362.034575000000,419.78486600000,431.376558000000,463.073963000000,448.513075000000,519.069790000000,640.210331000000,583.190020000000,600.194299000000,719.539573000000,635.461653000000,654.304534000000,652.022501000000,645.066837000000,679.665387000000,783.123187000000,808.531613000000,807.425525000000,836.26731400000,912.484105000000,873.437862000000,964.927554000000,962.983628000000
Equatorial Guinea,GNQ,GDP per capita (current US$),NY.GDP.PCAP.CD,,,132.911859000000,154.797499000000,177.826418000000,217.10289500000,226.694964000000,231.931646000000,211.743759000000,208.44084000000,206.766859000000,205.56737000000,211.424762000000,268.634902000000,319.236837000000,362.262178000000,368.831374000000,375.705961000000,,,175.451008000000,121.125080000000,137.468803000000,129.411006000000,137.903679000000,161.11802200000,188.78702700000,220.925442000000,228.669233000000,193.2233560000,236.402188000000,225.319379000000,263.733547000000,256.683024000000,183.239483000000,248.314896000000,391.686868000000,717.041482000000,577.868525000000,930.912549000000,1487.3165510000,1948.61145900000,2264.21065600000,2930.60183700000,4901.30127400000,8673.9026090000,10184.8841250000,12616.9532940000,18210.5552970000,13232.5019380000,13720.1658720000,17198.2136670000,17308.5723920000,16304.0713200000,15548.6624660000,9068.91003200000,7453.19797900000,7809.10465700000,8102.47084800000,6804.14923100000,5764.05502900000,6945.63069800000,7589.29964900000,6677.793435000,6745.40013200000
Greece,GRC,GDP per capita (current US$),NY.GDP.PCAP.CD,513.085862000000,582.563504000000,608.475515000000,685.559282000000,772.805501000000,886.773611000000,983.55754900000,1053.2588860000,1138.38219000000,1305.64396000000,1473.60394800000,1629.3452790000,1873.25412800000,2468.00395500000,2789.40577400000,3109.3794400000,3343.38819400000,3832.32110000000,4629.33937700000,5626.58879100000,5811.69069600000,5305.43729400000,5501.63700100000,4950.06026500000,4785.07463000000,4746.76035800000,5577.83258700000,6473.57783200000,7492.35204800000,7737.54385800000,9466.66238500000,10046.6663880000,11021.012225000,10257.3085790000,10937.0223810000,12779.081492000,13432.5262180000,13015.9175050000,13022.9648770000,12742.5404390000,11638.2010700000,12156.9572820000,13782.195641000,18020.612040000,21449.2552760000,22054.1315760000,24416.0232970000,28440.7625330000,31695.8331090000,29425.4573200000,26653.0488010000,25504.7866510000,21624.346053000,21573.3449760000,21474.7257120000,17980.7298240000,17919.2426380000,18631.9930130000,19873.4015240000,19335.3602000000,17886.733165000,20654.7001960000,20971.8349260000,23400.7278820000,24752.1068400000
Grenada,GRD,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,736.927499000000,917.111119000000,1070.73371300000,1173.07809600000,1229.65932600000,1329.00617700000,1388.16565100000,1523.94092800000,1745.15357400000,1938.10850900000,2204.6384520000,2404.25523600000,2696.98290200000,2782.18396900000,2983.91643200000,3052.70018700000,3026.04154200000,3152.2020480000,3294.26988300000,3508.294237000,3724.75466200000,4206.28052900000,4516.28332400000,4839.82811100000,4819.50776700000,4984.47405900000,5427.96377300000,5480.26117600000,6338.56011400000,6344.0383770000,6864.54816800000,7448.2040560000,6932.56472200000,6909.60169600000,6947.38136100000,7092.71985400000,7424.80212300000,7986.33421200000,8694.12438000000,9221.23461100000,9751.42661200000,10083.021279000,10462.7929160000,8968.55890100000,9622.24050500000,10535.4588770000,11308.2874250000,11871.6117010000
Greenland,GRL,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,1498.27643700000,1874.29530200000,2196.71424000000,2860.28057600000,3432.70603300000,4257.87561100000,4844.65629300000,5713.96253400000,7235.5169390000,8480.76253100000,9483.10240600000,8544.09791000000,7813.65128200000,7988.17794700000,7198.7078080000,7760.83426400000,11271.3325740000,14554.3513670000,16397.9501940000,16813.7414500000,18326.9295020000,18315.3165630000,18768.8275330000,16797.3578220000,18124.0998080000,21665.8295170000,21422.4609850000,19145.614890000,20496.578784000,20170.322764000,19009.0774410000,19265.5191470000,20657.9506320000,27466.6494530000,32030.9987920000,32489.7277310000,35457.6297580000,39780.9441370000,44366.7858690000,44918.8413830000,44277.1993400000,47186.8759970000,45936.9562820000,47535.4883790000,50485.2244140000,44536.3549710000,48181.7453540000,50765.7494670000,54545.135858000,53309.2035910000,54812.6661770000,58135.9939910000,55635.0006490000,58498.9743140000,
Guatemala,GTM,GDP per capita (current US$),NY.GDP.PCAP.CD,256.813115000000,257.20215100000,265.21065200000,284.397504000000,284.197970000000,282.97764200000,287.277849000000,291.934181000000,314.666876000000,326.30273300000,352.790809000000,358.373560000000,369.762757000000,440.562872000000,528.57311000000,594.88660900000,697.064610000000,856.125495000000,925.180026000000,1025.98223500000,1141.80549800000,1216.49639700000,1203.96540700000,1219.73545400000,1241.04242600000,1238.47545200000,896.063263000000,853.903773000000,919.070773000000,958.427471000000,847.688562000000,1014.40279700000,1096.45977000000,1165.67442700000,1292.67202800000,1421.06177800000,1481.05986800000,1638.46281900000,1741.20114200000,1603.64776100000,1648.96579000000,1537.68663600000,1669.33517500000,1722.54701900000,1840.91184900,2046.46611700000,2225.1234750000,2458.81573900000,2763.05988200000,2611.64632800000,2805.25960200000,3168.98370600000,3286.61959300000,3444.15971300000,3689.14471800000,3893.50522100000,4060.13755000000,4324.99608200000,4352.94651800000,4511.99755200000,4477.61761800000,4912.62225700000,5358.70127500000,5758.30876300000,6150.02597800000
Guam,GUM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20909.9590300000,21877.3178370000,23618.8266890000,25631.9776110000,25709.9351490000,26605.4324210000,28112.2316570000,29054.0581200000,29719.7967840000,29926.2052440000,31653.7506540000,32530.7593120000,33900.1486530000,35165.7014640000,35930.6594900000,36779.0078900000,37195.9503070000,39274.9431420000,36482.9363950000,38074.8793750000,41833.1517130000,,
Guyana,GUY,GDP per capita (current US$),NY.GDP.PCAP.CD,299.074646000000,319.017755000000,327.392579000000,288.820390000000,313.261162000000,335.73593700000,352.589675000000,377.732622000000,339.786441000000,361.187616000000,381.098754000000,395.769664000000,395.474265000000,420.533679000000,587.968877000000,663.799723000000,604.105268000000,592.99759800000,663.208586000000,688.827653000000,778.958814000000,734.567459000000,620.564637000000,630.672779000000,565.33443600000,587.818395000000,657.014000000000,464.052566000000,544.715209000000,503.109019000000,528.851095000000,466.039939000000,498.156637000000,603.084317000000,715.611525000000,819.668542000000,927.523847000000,982.804754000000,939.685488000000,908.790631000000,931.796652000000,931.574724000000,950.866932000000,973.742598000000,1033.31030900000,1084.06541400000,3135.60553500000,3608.28685200000,4008.9628670000,4209.13230600000,4581.76179700000,4947.22170600000,5444.39751900000,5556.91231200000,5472.68820500000,5640.41560600000,5870.87823800000,6178.6650440000,6048.38697200000,6405.82443400000,6775.70939100000,9860.87014800000,17913.4928070000,20473.7002190000,29883.6341150000
